smiles_c,count,fraction,mean_target_enrichment,max_target_enrichment,mean_seq_target_sum
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CC1)C(O)=O,5,0.005,0.34238541012236684,0.4401028578767641,5.0
CC(C)(C)OC(=O)N[C@H]1CCC[C@H](C1)C(O)=O,5,0.005,0.46894787513450203,0.8606776061675306,7.2
CC(C)(C)OC(=O)N1CCOC[C@@H]1C(=O)O,5,0.005,0.855256933856257,1.876437703401844,9.2
"CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1ccncc1",5,0.005,0.4178746233586849,0.7629316941710343,4.8
OC(=O)C[C@H]1CCCN(C1)C(=O)OCC1c2ccccc2-c2ccccc12,5,0.005,0.5533987507875163,1.2999580918222984,5.8
OC(=O)[C@H](Cc1ccccc1Cl)NC(=O)OCC1c2ccccc2-c2ccccc12,5,0.005,5.505954158240752,25.984325509611224,27.6
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, O=CCCCC=O",4,0.004,0.45565519158733503,0.9362822016037138,5.0
OC(=O)[C@H]1CC[C@H](CNC(=O)OCC2c3ccccc3-c3ccccc23)CC1,4,0.004,0.4823375471641683,0.5969005712656835,5.25
OC(=O)CN1CCCC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc23)C1=O,4,0.004,0.3200711417571596,0.3939460022830123,5.0
CC(C)(C)OC(=O)N1CCO[C@H](C1)C(O)=O,4,0.004,0.596448551311275,0.9362822016037138,6.5
OC(=O)c1cnn(c1)C1CCCN(C1)C(=O)OCC1c2ccccc2-c2ccccc12,4,0.004,0.36979417646899515,0.5969005712656835,4.75
"CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, CC(O)=O",4,0.004,0.5302509225344775,0.7629316941710343,7.5
OC(=O)[C@@H]1CCCCN1C(=O)OCC1c2ccccc2-c2ccccc12,4,0.004,0.33059474812176526,0.4401028578767641,4.5
C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,4,0.004,0.29443058071470973,0.2954461882485421,4.25
OC(=O)C1CN(C1)C(=O)OCC1c2ccccc2-c2ccccc12,4,0.004,0.3825734833020846,0.5969005712656835,6.25
COc1ccc(C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc23)C(O)=O)cc1,4,0.004,0.7944649343452319,1.2999580918222984,7.75
OC(=O)CN1CCN(CC1)C(=O)OCC1c2ccccc2-c2ccccc12,4,0.004,0.3200711417571596,0.3939460022830123,5.0
CC(C)(C)OC(=O)N1CCOCC1C(O)=O,4,0.004,0.7054138303958903,1.2167912069736715,9.75
OC(=O)c1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)OCC1c2ccccc2-c2ccccc12,4,0.004,0.6017486103390431,1.3707341998809397,8.25
"CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1cccnc1",3,0.003,0.3269253162149224,0.3939460022830123,5.666666666666667
C[C@H](CC(=O)O)NC(=O)OC(C)(C)C,3,0.003,0.3176385773340945,0.35269591826848534,6.333333333333333
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cc[nH]n1",3,0.003,0.5537488014660151,0.8606776061675306,7.0
"CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, O=CCCCC=O",3,0.003,0.7384329914673458,1.2999580918222984,7.333333333333333
CC(C)(C)OC(=O)N1CC(=O)C[C@H]1C(O)=O,3,0.003,1.4086747821107424,3.101007042019057,11.333333333333334
CC[C@H](C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,3,0.003,0.6388040271238105,1.2999580918222984,7.0
"CC(C)(C)OC(=O)NC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cocn1",3,0.003,0.49236876233973725,0.5969005712656835,5.333333333333333
OC(=O)[C@H]1CCCCN1C(=O)OCC1c2ccccc2-c2ccccc12,3,0.003,0.41355721870242634,0.5051226099819728,5.333333333333333
"CC(C)(C)OC(=O)N1CCC(=O)C[C@H]1C(O)=O, CN1CCNCC1",3,0.003,0.3372168469687575,0.39519655135713944,5.666666666666667
OC(=O)[C@H](CC1CC1)NC(=O)OCC1c2ccccc2-c2ccccc12,3,0.003,0.5766546965452995,0.5969005712656835,7.666666666666667
Cc1oc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1C(O)=O,3,0.003,0.3895674871455849,0.47805972183107326,6.0
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCC1c2ccccc2-c2ccccc12,3,0.003,0.9651207906310463,1.2999580918222984,8.0
"CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, O=CCCCC=O",3,0.003,1.3836485229124817,2.0748659237874336,10.666666666666666
CS(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)NCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cc[nH]n1",2,0.002,0.3677745230626531,0.4401028578767641,4.5
"CC(C)(C)OC(=O)N[C@H]1C[C@H](N(C1)C(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, O=CC1CC1",2,0.002,0.491591165906523,0.5051226099819728,7.5
CC(C)(C)OC(=O)NCCC(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CC1)C(O)=O,2,0.002,0.3677745230626531,0.4401028578767641,4.5
CC(C)(C)OC(=O)N1CC[C@@H](C1)C(O)=O,2,0.002,0.8217616085354238,0.9362822016037138,10.0
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cn[nH]c1",2,0.002,1.991611433429851,2.0748659237874336,18.0
"CC(C)(C)OC(=O)N1CCN(C(CC(O)=O)C1)C(=O)OCC1c2ccccc2-c2ccccc12, O=CC1CC1",2,0.002,0.4872621671998606,0.5051226099819728,8.0
"CC(C)(C)OC(=O)NC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cnc[nH]1",2,0.002,0.3677745230626531,0.4401028578767641,4.5
OC(=O)[C@@H](Cc1ccccc1Cl)NC(=O)OCC1c2ccccc2-c2ccccc12,2,0.002,1.418898808979234,2.0748659237874336,10.5
OC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)OCC1c2ccccc2-c2ccccc12,2,0.002,0.4461733797571128,0.5969005712656835,5.0
OC(=O)c1[nH]nc2CCN(Cc12)C(=O)OCC1c2ccccc2-c2ccccc12,2,0.002,0.5051226099819728,0.5051226099819728,7.0
"CC(C)(C)OC(=O)N1CC(=O)C[C@H]1C(O)=O, Nc1ccccc1",2,0.002,0.36574330799498844,0.4401028578767641,5.0
OC(=O)C[C@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc12,2,0.002,0.5291889412097882,0.7629316941710343,5.5
CN(CCC(O)=O)C(=O)OC(C)(C)C,2,0.002,0.7668687926994372,1.2423538272856616,9.0
"CC(C)(C)OC(=O)NC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cn[nH]c1",2,0.002,0.6881925297402389,0.9362822016037138,6.5
"CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1cn[nH]c1",2,0.002,0.6692867765196635,1.0431273647907848,10.0
"CC(C)(C)OC(=O)NCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, CC(O)=O",2,0.002,0.5291889412097882,0.7629316941710343,5.5
OC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)OCC1c2ccccc2-c2ccccc12,2,0.002,0.3677745230626531,0.4401028578767641,4.5
"CC(C)(C)OC(=O)NC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1ccncc1",2,0.002,0.9881646409207072,1.6808830935928722,8.0
CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,2,0.002,0.4461733797571128,0.5969005712656835,5.0
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,1,0.001,0.4401028578767641,0.4401028578767641,5.0
OC(=O)[C@@H]1CC[C@@H](CC1)NC(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.2954461882485421,0.2954461882485421,4.0
COc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc23)C(O)=O)cc1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)N1CCN(C(CC(O)=O)C1)C(=O)OCC1c2ccccc2-c2ccccc12, O=Cc1cnc[nH]1",1,0.001,0.4401028578767641,0.4401028578767641,5.0
"CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1cocn1",1,0.001,0.2954461882485421,0.2954461882485421,4.0
CC(C)(C)OC(=O)N1CC(C1)OCC(=O)O,1,0.001,1.4885713766311754,1.4885713766311754,11.0
"CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1cc[nH]n1",1,0.001,0.2954461882485421,0.2954461882485421,4.0
OC(=O)C1CCN(CC1)C(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)N[C@H]1C[C@H](N(C1)C(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, O=Cc1cnc[nH]1",1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)NCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1ccncc1",1,0.001,0.3895480581247732,0.3895480581247732,7.0
"COC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(O)=O, C1CCNCC1",1,0.001,0.5469646785249924,0.5469646785249924,10.0
OC(=O)[C@H]1CCC[C@H](C1)NC(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.39519655135713944,0.39519655135713944,6.0
OC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CC(C)(C)OC(=O)NC1(CC2CC3C1)CC(C2)(C3)C(=O)O,1,0.001,0.2954461882485421,0.2954461882485421,4.0
NC(=O)CC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)NCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cn[nH]c1",1,0.001,1.1156160423699293,1.1156160423699293,9.0
"CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, CC(O)=O",1,0.001,0.2954461882485421,0.2954461882485421,4.0
OC(=O)[C@@H]1C[C@H](CN1C(=O)OCC1c2ccccc2-c2ccccc12)OCc1ccccc1,1,0.001,0.4401028578767641,0.4401028578767641,5.0
OC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.32100780130059087,0.32100780130059087,7.0
OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)nc1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)N[C@H]1C[C@H](N(C1)C(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, CC=O",1,0.001,0.5969005712656835,0.5969005712656835,6.0
"[H][C@@](CCC(O)=O)(NC(=O)OC(C)(C)C)C(=O)OC, C1CCNCC1",1,0.001,0.4401028578767641,0.4401028578767641,5.0
"CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cc[nH]n1",1,0.001,0.39519655135713944,0.39519655135713944,6.0
CC(C)(C)OC(=O)NCc1cccc(c1)C(O)=O,1,0.001,0.7629316941710343,0.7629316941710343,7.0
OC(=O)[C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.7386282302401335,0.7386282302401335,9.0
CC(=O)NCCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,1,0.001,0.2954461882485421,0.2954461882485421,4.0
,1,0.001,0.873011507160179,0.873011507160179,14.0
CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,1,0.001,0.2954461882485421,0.2954461882485421,4.0
OC(=O)[C@@H](Cc1ccc(F)c(F)c1)NC(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CC(C)(C)OC(=O)N1CCC[C@@H](C1)C(O)=O,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1ccncc1",1,0.001,0.7629316941710343,0.7629316941710343,7.0
OC(=O)[C@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc12,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1ccncc1",1,0.001,0.2954461882485421,0.2954461882485421,4.0
CC(C)(C)OC(=O)N1CCCC(CC(O)=O)C1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, CC(O)=O",1,0.001,0.2954461882485421,0.2954461882485421,4.0
