smiles_a,count,fraction,mean_target_enrichment,max_target_enrichment,mean_seq_target_sum
CNC(=O)[C@@H]1C[C@@H](NC(=O)C2CCCCC2)CN1,3,0.003,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](CN)NC(=O)C1CCOC1,3,0.003,0.294092044870099,0.2954461882485421,4.333333333333333
CNC(=O)CC1(CN)CCCCC1,3,0.003,2.3277282657997582,6.3829649836654765,14.666666666666666
CNC(=O)[C@H](CN)NC(=O)c1cncnc1,3,0.003,0.3931562359796814,0.47479516388106097,9.333333333333334
CNC(=O)[C@H](CCN)NC(=O)c1cccs1,3,0.003,0.3268134782072858,0.3895480581247732,5.0
CCC(=O)N[C@@H](CN)C(=O)NC,3,0.003,0.6938015885238997,1.1128808277295967,9.333333333333334
C=CC[C@H](N)C(=O)NC,3,0.003,0.40453625598545984,0.47805972183107326,5.666666666666667
CNC(=O)[C@@H](CCN)NC(=O)c1ccccc1,3,0.003,0.4664331194940508,0.6637503123568462,6.333333333333333
CNC(=O)[C@@H](N)CCC(=O)NCc1cnn(C)c1,3,0.003,0.3563173661093858,0.47805972183107326,5.333333333333333
CNC(=O)[C@@H](CCN)NC(=O)c1ncoc1C,3,0.003,0.31950277379125613,0.3516887992229897,10.0
CNC(=O)[C@@H]1C[C@H](NC(=O)C2CCOC2)CN1,3,0.003,0.35218561580863234,0.4401028578767641,5.333333333333333
CNC(=O)[C@H](CCN)NC(=O)c1cocn1,3,0.003,0.4554480170699899,0.5969005712656835,6.333333333333333
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2ccn(C)n2)CN1,3,0.003,0.6315840082187354,0.8606776061675306,7.666666666666667
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cocn2)CN1,3,0.003,0.4604063376469,0.7002871967027139,9.333333333333334
CNC(=O)[C@@H](CCN)NC(=O)C(C)C,3,0.003,0.4168600862395337,0.6637503123568462,6.333333333333333
CNC(=O)[C@H](CCN)NC(=O)c1cncnc1,3,0.003,0.3720933661370218,0.4401028578767641,6.666666666666667
CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccsc2)CN1,3,0.003,1.0430604586905603,2.0748659237874336,8.666666666666666
CCC(=O)N[C@H](CN)C(=O)NC,3,0.003,0.8321937932033142,1.8963615658761444,13.0
CNC(=O)[C@H](CN)NC(=O)[C@@H]1CCCO1,3,0.003,0.8193621124501573,1.2999580918222984,7.666666666666667
CNC(=O)C12CC3CC(CC(N)(C3)C1)C2,3,0.003,0.3876846560681295,0.47805972183107326,6.333333333333333
CNC(=O)[C@@H](CN)NC(=O)c1ccc(Cl)cc1,3,0.003,0.7545502032730993,1.6808830935928722,7.333333333333333
CNC(=O)[C@H](CCN)NC(=O)c1coc(C)n1,3,0.003,0.4539579416855407,0.6263247789313159,6.666666666666667
CNC(=O)[C@@H](CN)NC(=O)c1cncnc1,3,0.003,0.30707587167812966,0.32100780130059087,5.666666666666667
CNC(=O)[C@H](CN)NC(=O)c1cccnc1,3,0.003,2.8824848537391454,7.748385948952451,24.0
CNC(=O)[C@@H]1C[C@H](N)CN1Cc1ccncc1,3,0.003,0.35083147243018925,0.4401028578767641,5.666666666666667
CNC(=O)c1ccc(CN)cc1,3,0.003,0.7370539232768131,1.1156160423699293,11.333333333333334
CNC(=O)[C@@H](CN)NC(C)=O,3,0.003,0.40986091261947055,0.5969005712656835,6.0
CNC(=O)c1cccc(CN)c1,2,0.002,0.31634108329636407,0.33723597834418606,6.0
CNCCC(=O)NC,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CNC(=O)[C@H]1COCCN1,2,0.002,0.6899748735989146,0.7600550528666322,9.5
CCC(=O)N[C@@H]1CN[C@H](C(=O)NC)C1,2,0.002,0.3082269947745665,0.32100780130059087,5.5
CNC(=O)[C@@H]1C[C@H](NC(=O)c2coc(C)n2)CN1,2,0.002,0.5844364611694095,0.6637503123568462,8.5
CNC(=O)[C@H]1CCCNC1,2,0.002,0.2957233461426808,0.2960005040368196,6.0
CNC(=O)[C@@H](CN)NC(=O)c1ccncc1,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CNC(=O)[C@H](CCN)NC(=O)c1ccsc1,2,0.002,0.9069161238996655,1.3737293899225669,9.5
CNC(=O)[C@@H](CN)NC(=O)c1cncn1C,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](CN)NC(=O)c1cccc(Cl)c1,2,0.002,0.465549202208286,0.6263247789313159,8.5
CNC(=O)[C@H](CCN)NC(=O)c1cnc[nH]1,2,0.002,0.4627337205882637,0.6206938156912712,13.0
CNC(=O)C[C@H]1CC[C@@H](N)CC1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@@H](N)Cc1cccc(Cl)c1,2,0.002,0.3677745230626531,0.4401028578767641,4.5
CNC(=O)[C@@H](CN)NC(=O)c1cc[nH]n1,2,0.002,0.2936774280555081,0.2954461882485421,24.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cncnc2)CN1,2,0.002,0.5510115906238282,0.5969005712656835,6.5
CNC(=O)CC1CNCCN1Cc1cnn(C)c1,2,0.002,0.3453213698028408,0.39519655135713944,5.0
CNC(=O)[C@@H]1C[C@@H](NC(C)=O)CN1,2,0.002,0.7055311153092356,1.1156160423699293,6.5
CNC(=O)CC1CNCCN1Cc1ccncc1,2,0.002,1.591651405939812,2.891919053766411,11.5
CNC(=O)[C@@H]1C[C@H](N)CN1Cc1cscn1,2,0.002,2.1910861139557847,3.5239240386613857,16.5
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cn[nH]c2)CN1,2,0.002,0.3001099068668991,0.3047736254852561,5.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cncn2C)CN1,2,0.002,0.9881646409207072,1.6808830935928722,8.0
CNC(=O)[C@@H](N)CCC(=O)N1CCCCC1,2,0.002,0.4191742183191026,0.5469646785249924,7.5
CNC(=O)[C@@H](CCN)NC(=O)c1ccsc1,2,0.002,0.4623341599082265,0.6198946943311969,7.0
CNC(=O)[C@@H]1C[C@H](N)CN1CC1CC1,2,0.002,0.44924025815545826,0.5051226099819728,9.5
CNC(=O)[C@@H](N)CC1CC1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H]1CC[C@@H](N)CC1,2,0.002,0.4461733797571128,0.5969005712656835,5.0
CNC(=O)[C@H](CN)NC(=O)c1ccc2[nH]cnc2c1,2,0.002,0.47959825030269415,0.6637503123568462,7.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cccs2)CN1,2,0.002,0.3001099068668991,0.3047736254852561,5.0
CNC(=O)[C@H](N)CC(C)C,2,0.002,0.4547522911472563,0.46940172441774847,7.0
CNC(=O)[C@H](CN)NC(=O)c1nccn1C,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CNC(=O)[C@H](CN)NC(=O)c1cn[nH]c1,2,0.002,0.43994464219658225,0.47805972183107326,8.5
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cn[nH]c2C)CN1,2,0.002,0.4461733797571128,0.5969005712656835,5.0
CNC(=O)[C@@H]1C[C@H](N)CN1Cc1cnc[nH]1,2,0.002,0.4158045676765368,0.5361629471045315,7.5
CNC(=O)[C@@H](CN)NC(=O)c1cnc[nH]1,2,0.002,0.7128288719605839,0.9855548860444037,8.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccccc2)CN1,2,0.002,0.3677745230626531,0.4401028578767641,4.5
CNC(=O)[C@@H](CN)NC(=O)c1ccc2[nH]cnc2c1,2,0.002,0.526877968682433,0.758309749116324,10.5
CNC(=O)CC1CNCCN1CC1CC1,2,0.002,0.3851206760648015,0.47479516388106097,8.0
CNC(=O)[C@@H](CN)NC(=O)c1ncoc1C,2,0.002,0.3432901547351761,0.39519655135713944,5.5
CNC(=O)[C@H](CN)NC(=O)c1cncn1C,2,0.002,0.4461733797571128,0.5969005712656835,5.0
CNC(=O)[C@@H](CN)NC(=O)c1cccc2[nH]ccc12,2,0.002,0.3453213698028408,0.39519655135713944,5.0
CNC(=O)CC1CNCCN1Cc1cnc[nH]1,2,0.002,0.5790641227640869,0.7629316941710343,6.5
CNC(=O)[C@@H]1C[C@H](NC(=O)C2CCCCC2)CN1,2,0.002,0.36574330799498844,0.4401028578767641,5.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)COC)CN1,2,0.002,0.4960485613114115,0.5969005712656835,6.0
CNC(=O)[C@H](CN)NC(=O)c1cccs1,2,0.002,0.5257194054899226,0.7600550528666322,8.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cn(C)cn2)CN1,2,0.002,0.7816808142931262,1.2423538272856616,10.0
CNC(=O)[C@@H](CN)NC(=O)CC1CCCC1,2,0.002,0.6758772097571557,1.0469807940290552,13.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)CC2CCCC2)CN1,2,0.002,0.34863787540531666,0.40182956256209124,6.5
CC[C@H](C)[C@H](N)C(=O)NC,2,0.002,0.4726127339293684,0.5051226099819728,6.0
CNC(=O)[C@@H](CCN)NC(=O)c1cocn1,2,0.002,0.5170372092443378,0.7386282302401335,6.5
CNC(=O)CCN,2,0.002,0.7041635079890693,1.1128808277295967,8.0
CNC(=O)[C@@H](N)CCC(=O)N(C)Cc1ccccc1,2,0.002,0.654134321621574,0.8168736935350234,16.5
CNC(=O)[C@H](CCN)NC(=O)c1cc[nH]n1,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CNC(=O)[C@@H](N)CCCCNC(C)=O,2,0.002,0.6198946943311969,0.6198946943311969,8.0
CNC(=O)CC[C@H](N)C(=O)N1CCN(C)CC1,2,0.002,0.36574330799498844,0.4401028578767641,5.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)c2coc(C)n2)CN1,2,0.002,0.4209662102194277,0.4401028578767641,7.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2cnccn2)CN1,2,0.002,0.53321381840404,0.6263247789313159,8.0
CNC(=O)[C@@H]1C[C@H](N)CN1Cc1cccnc1,2,0.002,0.3677745230626531,0.4401028578767641,4.5
CNC(=O)[C@H](CCN)NC(=O)c1cnn(C)c1,2,0.002,0.5048646476304246,0.5696264373840851,7.0
CNC(=O)[C@@H]1CCN1,2,0.002,2.48620537797837,4.3755101846910565,20.5
CNC(=O)[C@@H](CCN)NC(=O)c1cn[nH]c1,2,0.002,0.44953430613249257,0.5051226099819728,7.5
CNC(=O)[C@@H]1C[C@H](NC(=O)CC2CCCC2)CN1,2,0.002,0.38675295503980767,0.47805972183107326,6.0
CNC(=O)CC1CNCCN1Cc1cscn1,2,0.002,1.1156160423699293,1.1156160423699293,9.0
CNC(=O)[C@H](CN)NC(=O)c1csc(N)n1,2,0.002,0.3001099068668991,0.3047736254852561,5.0
CNC(=O)[C@@H](CN)NC(=O)c1cocn1,2,0.002,0.4682563683248828,0.5469646785249924,8.5
CNC(=O)[C@@H](N)CCC(=O)N(C)Cc1cccnc1,2,0.002,0.3870301129339464,0.47805972183107326,8.0
CNC(=O)[C@H](CCN)NC(=O)C(C)C,2,0.002,0.9881646409207072,1.6808830935928722,8.0
CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccn(C)n2)CN1,2,0.002,0.606686762218008,0.8606776061675306,9.5
CNC(=O)c1cc(CN)oc1C,2,0.002,0.5277506205575871,0.7600550528666322,7.5
CNC(=O)[C@@H]1C[C@@H](NC(=O)[C@H]2CCCO2)CN1,2,0.002,0.33685185978453813,0.35269591826848534,8.0
CNC(=O)[C@@H](CN)NC(=O)c1ccccc1,2,0.002,0.3032546220232114,0.31512548593321005,7.0
CNC(=O)[C@@H](CCN)NC(=O)c1cccnc1,2,0.002,0.38866941811047506,0.4401028578767641,6.5
CNC(=O)[C@@H]1C[C@H](N)CN1Cc1ccccn1,2,0.002,0.7041635079890693,1.1128808277295967,8.0
CNC(=O)[C@@H]1C[C@H](NC(=O)[C@H]2CCCO2)CN1,2,0.002,0.4590812898539187,0.47805972183107326,6.5
CNC(=O)[C@@H](CCN)NC(=O)c1ccnn1C,2,0.002,0.29341497318087745,0.2954461882485421,4.5
CNC(=O)[C@@H](CN)NC(=O)CC(C)C,2,0.002,0.9278837676817114,1.4885713766311754,10.5
CNC(=O)C[C@H]1CCCNC1,2,0.002,0.37243824168101014,0.4401028578767641,5.5
CNC(=O)[C@@H](CCN)NC(=O)c1ccn(C)n1,2,0.002,0.5185017145712238,0.5969005712656835,5.5
CNC(=O)[C@@H](CCN)NC(=O)c1ccccn1,2,0.002,0.3047736254852561,0.3047736254852561,6.0
CNC(=O)[C@H](CN)NC(=O)C1CCCCC1,2,0.002,0.4366281365941064,0.47805972183107326,7.0
CNC(=O)[C@H](CN)NC(=O)c1cnc(N)s1,2,0.002,0.3897843946831585,0.47479516388106097,9.0
CNC(=O)[C@@H](CN)NC(=O)c1cc(C)[nH]n1,2,0.002,0.41342409862817064,0.5314020090077992,8.0
CNC(=O)C1CNC1,2,0.002,0.3453213698028408,0.39519655135713944,5.0
CNC(=O)[C@H](CN)NC(=O)c1cnn(C)c1,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CNC(=O)CC[C@H](N)C(=O)N(C)Cc1ccccc1,2,0.002,0.2957233461426808,0.2960005040368196,6.0
CNC(=O)[C@H](CN)NC(=O)c1ccccc1Cl,2,0.002,0.38675295503980767,0.47805972183107326,6.0
CNC(=O)[C@@H](N)Cc1ccc(Cl)cc1,2,0.002,0.5762398761479037,0.7629316941710343,7.0
CNC(=O)COC1CNC1,1,0.001,0.3003598108189789,0.3003598108189789,52.0
CNC(=O)[C@@H](CN)NC(=O)[C@@H]1CCCO1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)c1cnn(C2CCCNC2)c1,1,0.001,0.2960005040368196,0.2960005040368196,8.0
CNC(=O)[C@H]1CNCCO1,1,0.001,0.8487182574411403,0.8487182574411403,17.0
CNC(=O)[C@H](N)Cc1ccc2ccccc2c1,1,0.001,0.3047736254852561,0.3047736254852561,6.0
CNC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H]2CCCO2)CN1,1,0.001,0.3305499372901164,0.3305499372901164,54.0
CNC(=O)CC1CNCCO1,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CNC(=O)CNCc1ccccc1,1,0.001,0.7386282302401335,0.7386282302401335,9.0
CNC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1,1,0.001,0.2913837581132128,0.2913837581132128,5.0
CNC(=O)[C@@H]1C[C@H](N2CCCCC2)CN1,1,0.001,0.39519655135713944,0.39519655135713944,6.0
CNC(=O)[C@@H](CCN)NC(=O)c1csc(N)n1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
CNC(=O)[C@H](N)Cc1ccccc1,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CNC(=O)[C@H]1CCCCN1,1,0.001,2.0748659237874336,2.0748659237874336,14.0
