smiles_b,count,fraction,mean_target_enrichment,max_target_enrichment,mean_seq_target_sum
OC(=O)CC1NC(=O)NC1=O,3,0.003,1.2584253307234265,2.625672881178874,18.666666666666668
CC1=CC(C(O)=O)=C(O)C=C1,3,0.003,0.605495972452414,0.9362822016037138,6.0
OC(=O)\\C=C\\C1=COC=C1,3,0.003,0.5099793709014171,0.7002871967027139,9.333333333333334
CC1=C(C=CC=C1C(F)(F)F)C(O)=O,3,0.003,2.1247166387079637,4.6041252979018505,23.666666666666668
CC1=NC=C(C=N1)C(O)=O,3,0.003,2.095933698566662,4.385798465110167,15.333333333333334
OC(=O)\\C=C\\C1=CC=CS1,3,0.003,0.4646071083124954,0.7072410154671339,7.666666666666667
OC(=O)C1=CC2=C(Br)C=CC=C2N1,3,0.003,1.1639067171168587,1.6808830935928722,11.333333333333334
OC(=O)C1=CC=C(OC2=CC=CC=C2)N=C1,3,0.003,0.3026125825541153,0.32100780130059087,5.333333333333333
O=CC1=CC=C(C=C1)N1C=CN=C1,3,0.003,0.34777955262472227,0.39519655135713944,6.333333333333333
OC(=O)COC1=CC=C2C=CC=CC2=C1,3,0.003,1.3005252800831908,3.101007042019057,10.0
OC(=O)C1=CC=C(S1)C1=CC=CC=C1,3,0.003,0.3268134782072858,0.3895480581247732,5.0
OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,3,0.003,0.35650213803881164,0.47805972183107326,6.666666666666667
ClC1=C(C=O)C=C(Br)C=C1,3,0.003,1.3189928716109365,2.474545103631671,14.666666666666666
COC1=CC=C(\\C=C\\C=O)C=C1,3,0.003,0.6931545843760866,1.4885713766311754,6.333333333333333
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CC1)C(O)=O,3,0.003,0.5108131950673942,0.9362822016037138,6.333333333333333
O=CCOCC1=CC=CC=C1,3,0.003,0.36024837117291075,0.39519655135713944,7.0
CC1=NC(=C(S1)C(O)=O)C1=CC=CC=C1,3,0.003,0.36391096889030866,0.4051525972005737,8.0
CCC(C)C(O)=O,3,0.003,0.4101624362387459,0.5051226099819728,7.666666666666667
OC(=O)C1CN(C1)C(=O)OCC1c2ccccc2-c2ccccc12,3,0.003,0.4921928699760497,0.5696264373840851,8.333333333333334
OC(=O)C1=CC=C2N=CC=NC2=C1,3,0.003,1.240379643677978,2.333123294505326,15.333333333333334
COC(=O)[C@H]1CC[C@@H](CC1)C(O)=O,3,0.003,1.3368924979059325,2.2326596800644256,18.333333333333332
OC(=O)C1=CC(O)=CC(F)=C1,3,0.003,0.47433443507077266,0.5361629471045315,11.333333333333334
OC(=O)CSCC1=CC=CC=C1,3,0.003,0.3304513116518695,0.39519655135713944,5.666666666666667
OC(=O)C1=C(C=CC=C1)N1N=CC=N1,3,0.003,0.35833832587161973,0.47479516388106097,7.333333333333333
OC(=O)[C@@H]1CCCO1,3,0.003,0.44635663910945705,0.5696264373840851,7.333333333333333
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CC1)C(O)=O,3,0.003,0.3738588665103686,0.5051226099819728,6.0
OC(=O)c1ccc2[nH]ccc2c1,3,0.003,0.36415743405592427,0.40182956256209124,6.333333333333333
OC(=O)C1=CC(F)=C(Cl)C=C1Cl,3,0.003,0.4679065986382651,0.48555721620695796,9.0
[O-][N+](=O)C1=C(C=O)C=CC=C1,3,0.003,0.8706622498423834,1.876437703401844,7.333333333333333
COC1=C(O)C=C(C=C1)C(O)=O,3,0.003,0.39904012833316055,0.5969005712656835,5.333333333333333
CC1=CC=CC(=N1)C(O)=O,3,0.003,0.38217372687032786,0.4299185104857227,9.666666666666666
O=CCN1C(=O)C2=C(C=CC=C2)C1=O,3,0.003,0.891508827732737,2.0748659237874336,9.333333333333334
CCCCCCCCC(O)=O,3,0.003,0.5189474896040196,0.5932255307740274,11.666666666666666
O=CC1=CC(=CC=C1)C#N,3,0.003,0.714858711990374,1.4236099006846685,14.333333333333334
O=CC1=CN=CS1,3,0.003,1.0464041634578811,1.2999580918222984,9.666666666666666
CC1=C(SC(=N1)C1=CC=CC=C1)C(O)=O,3,0.003,1.5445689698919498,3.3393732064970156,15.666666666666666
COC1=CC=CC(CCC(O)=O)=C1OC,3,0.003,0.3467742238701874,0.4401028578767641,5.0
Cn1cc(cn1)C(O)=O,3,0.003,0.390529824622247,0.4401028578767641,5.0
CC(NC(=O)OCC1=CC=CC=C1)C(O)=O,3,0.003,0.4421659607928481,0.6198946943311969,7.666666666666667
CC1=CC=C(C=O)C(Br)=C1,3,0.003,0.412535806043558,0.5469646785249924,6.666666666666667
OC(=O)C1=CC(Cl)=C(F)C=C1F,3,0.003,0.5663098905299587,0.8106453422109797,14.0
CN1C=CC=C1C(O)=O,3,0.003,0.5191410611159626,0.6263247789313159,9.333333333333334
BrC1=NC(C=O)=CS1,2,0.002,0.3677745230626531,0.4401028578767641,4.5
CN(C)C1=CC=CC(=C1)C(O)=O,2,0.002,0.31430986822869944,0.33723597834418606,6.5
OC1CC(C1)C(O)=O,2,0.002,0.3453213698028408,0.39519655135713944,5.0
CC(CO)(CO)C(O)=O,2,0.002,0.8345877890855544,1.3737293899225669,9.0
OC(=O)CCOC1=CC=CC=C1,2,0.002,0.3240710532585137,0.35269591826848534,6.5
OC(=O)C1CC2CC2C1,2,0.002,0.47959825030269415,0.6637503123568462,7.0
CC1=C(Br)C=C(C=C1Br)C(O)=O,2,0.002,0.5399138617085592,0.7473381834482723,12.0
O[C@@H]1C[C@H](N(C1)C(=O)OCC1=CC=CC=C1)C(O)=O,2,0.002,0.38675295503980767,0.47805972183107326,6.0
OC(=O)C1=C2OCOC2=CC=C1,2,0.002,0.3052858370908761,0.31512548593321005,6.5
OC(=O)CC1=CC(=C(O)C=C1)[N+]([O-])=O,2,0.002,0.45992864014456736,0.6244110920405926,11.0
O=CC1=CSN=N1,2,0.002,0.29341497318087745,0.2954461882485421,4.5
CC1=CC=C(F)C=C1C(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CC(C)(NC(=O)OCC1=CC=CC=C1)C(O)=O,2,0.002,0.37980539640812283,0.4682270347030328,7.5
COC1=C(C=C2C=CC=CC2=C1)C(O)=O,2,0.002,1.09060566444355,1.876437703401844,9.5
OC(=O)C1=CC(Cl)=CN=C1Br,2,0.002,0.2954461882485421,0.2954461882485421,4.0
[O-][N+](=O)C1=CC=C(F)C(C=O)=C1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
OC(=O)C1=CC=C(OC(F)F)C=C1,2,0.002,0.4611626414840677,0.6263247789313159,9.5
COC1=CC=CC(C=O)=C1OC,2,0.002,0.3001099068668991,0.3047736254852561,5.0
OC(=O)c1ccc2OCOc2c1,2,0.002,0.6692867765196635,1.0431273647907848,10.0
OC(=O)c1cn[nH]c1,2,0.002,0.5291889412097882,0.7629316941710343,5.5
ClC1=CC(CCC=O)=CC=C1,2,0.002,0.5767459414631981,0.8487182574411403,11.5
OC(=O)CNC(=O)C1=CC=CN=C1,2,0.002,0.2957233461426808,0.2960005040368196,6.0
CCCC[C@@H](NC(=O)OCC1=CC=CC=C1)C(O)=O,2,0.002,0.4204682862948938,0.5361629471045315,8.5
CC(N(C)C(=O)OC(C)(C)C)C(O)=O,2,0.002,0.34249712318665765,0.3895480581247732,5.5
OC(=O)CSC1=CC=CC=C1,2,0.002,0.3380886202671507,0.3807310522857593,7.5
COC1=CC(C=O)=CC=C1C,2,0.002,0.42120543338676725,0.5469646785249924,7.0
OC(=O)C1=CC(F)=CC(=C1)C#N,2,0.002,0.33626690531214193,0.3574083246910738,12.0
OC(=O)C1=C(F)C(Cl)=CC=C1,2,0.002,0.3359848921087518,0.3671961587322475,8.0
OC(=O)C1=C(O)C=C(F)C=C1,2,0.002,0.3824239563331453,0.46940172441774847,6.5
CN(C)C(=O)C(O)=O,2,0.002,0.3313211734903948,0.3671961587322475,7.0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCC(O)=O,2,0.002,0.5291889412097882,0.7629316941710343,5.5
CC(C)(C)OC(=O)N[C@@H](C(O)=O)C1=CC=CC=C1,2,0.002,0.7764918428031804,1.1128808277295967,8.5
OC(=O)C1=CC=C(C=C1F)C#N,2,0.002,0.3677745230626531,0.4401028578767641,4.5
OC(=O)C1=CC=C(O1)C1=CC=CC=C1,2,0.002,0.4461733797571128,0.5969005712656835,5.0
OC(=O)C1=C(Cl)C=C(F)C=C1,2,0.002,0.29341497318087745,0.2954461882485421,4.5
OC(=O)CCCNC(=O)OCC1=CC=CC=C1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
OC(=O)C1=CC=C(F)C=C1[N+]([O-])=O,2,0.002,1.9641417520680318,3.6328373158875213,17.0
COC1=CC=C(C=C1)C(O)=O,2,0.002,0.4872621671998606,0.5051226099819728,8.0
COC1=CC(=CC=C1OC(C)C)C(O)=O,2,0.002,0.29341497318087745,0.2954461882485421,4.5
OC[C@H](NC(=O)OCC1=CC=CC=C1)C(O)=O,2,0.002,0.5185017145712238,0.5969005712656835,5.5
CC1=C(Cl)C=CC(=C1)C(O)=O,2,0.002,0.4954232867743479,0.5969005712656835,7.0
OC(=O)C1=CC2=C(OC1)C=CC(Cl)=C2,2,0.002,0.3677745230626531,0.4401028578767641,4.5
OC(=O)c1ccc2ncccc2c1,2,0.002,0.3677745230626531,0.4401028578767641,4.5
OC1=CC(C=O)=CC(O)=C1,2,0.002,2.5665683242792197,4.385798465110167,19.5
OC(=O)C1=C(F)C=C(F)C=N1,2,0.002,0.34469609526577716,0.3939460022830123,6.0
CC1=C(CC(O)=O)C2=C(N1)C=CC=C2,2,0.002,0.38675295503980767,0.47805972183107326,6.0
CC1(CC1)C(O)=O,2,0.002,1.2170888375905886,1.770427362824331,30.0
CSCCC(O)=O,2,0.002,2.3141826922603213,4.3073575832200515,25.0
CCSCC(O)=O,2,0.002,0.3082269947745665,0.32100780130059087,5.5
OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1,2,0.002,0.6015172760238993,0.7629316941710343,6.0
CN1CC(CC1=O)C(O)=O,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CC1=NC=NC(C)=C1C(O)=O,2,0.002,0.29341497318087745,0.2954461882485421,4.5
OC(=O)C1=C2OCCOC2=CC=C1,2,0.002,0.35810217632886515,0.39519655135713944,6.5
CC1=C(Br)C=C(C=C1)C(O)=O,2,0.002,0.3453213698028408,0.39519655135713944,5.0
COC1=C(OC)C=C(CCC(O)=O)C=C1,2,0.002,0.5185017145712238,0.5969005712656835,5.5
FC1=CC(F)=C(C=O)C=C1,2,0.002,0.6015172760238993,0.7629316941710343,6.0
CC1=CC(=CC(=C1)C(F)(F)F)C(O)=O,2,0.002,0.4547522911472563,0.46940172441774847,7.0
COC1=CC=C(Cl)C=C1C=O,2,0.002,0.3453213698028408,0.39519655135713944,5.0
[O-][N+](=O)C1=CC(C=O)=CS1,2,0.002,0.34249712318665765,0.3895480581247732,5.5
OC(=O)CCN1C(=O)C2=C(C=CC=C2)C1=O,2,0.002,0.4590812898539187,0.47805972183107326,6.5
CC1=C(C=CC(O)=C1)C(O)=O,2,0.002,0.3453213698028408,0.39519655135713944,5.0
CC(C)(C)OC(=O)N[C@@H](CC(O)=O)C(=O)OC(C)(C)C,2,0.002,0.41673038210285396,0.4401028578767641,8.5
COC1CCCC(C1)C(O)=O,2,0.002,0.6303254418112649,0.6637503123568462,8.0
OC(=O)c1cnc[nH]1,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CC1=CC=NC(C=O)=C1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CCCOC1=C(C=CC=C1)C(O)=O,2,0.002,0.4461733797571128,0.5969005712656835,5.0
C[C@@H](N(C)C(=O)OC(C)(C)C)C(O)=O,2,0.002,0.6936922243032475,0.9855548860444037,10.0
CCC#CC(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
OC(=O)C1=C(C=CC=C1)C(=O)C1=CC=C(Cl)C=C1,2,0.002,0.2957233461426808,0.2960005040368196,6.0
COC1=C(Cl)C=C(C=C1)C(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CC1=NC2=CC(=NN2C(C)=C1)C(O)=O,2,0.002,0.3001099068668991,0.3047736254852561,5.0
CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(O)=O,2,0.002,0.48241149437061226,0.5696264373840851,7.5
OC(=O)C1=CC=CC(Cl)=N1,2,0.002,0.45744901087891254,0.47479516388106097,8.5
CCCCCCCCCCCCCC(O)=O,2,0.002,1.0491617980902261,1.1620413945767387,11.5
FC1=CC=CC(Cl)=C1C=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
COC1=CC(OC)=NC(=N1)C(O)=O,2,0.002,0.6427964543825629,0.7386282302401335,9.5
COC1=CC=C(C=O)C(C)=C1,2,0.002,11.960535482808172,23.525874414259206,56.0
OC(=O)C1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F,2,0.002,0.340465908118993,0.3895480581247732,6.0
OC=O,2,0.002,0.8984799038856222,0.9362822016037138,9.0
BrC1=NC=CC(C=O)=C1,2,0.002,0.8284470324252178,1.2167912069736715,11.5
OC(=O)C1CC(=C)C1,2,0.002,1.0364309469736332,1.7774157056987243,10.5
CN1N=C(C=C1C(O)=O)C(C)(C)C,2,0.002,0.4461733797571128,0.5969005712656835,5.0
COC1=CC=C(C=C1)C(O)C(O)=O,2,0.002,0.7587482474371446,1.1803319998228985,20.0
FC1=C(C=O)C=CC=C1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
OC(=O)C1=CC=CN2C=CN=C12,2,0.002,1.4650895807425024,1.7373447319259205,23.5
OC(=O)C1=CC2=CC=NN2C=C1,2,0.002,0.3128907133929235,0.32100780130059087,6.5
CC(C)C[C@H](O)C(O)=O,2,0.002,0.3677745230626531,0.4401028578767641,4.5
OC(=O)C(=C)CC1=CC=CC=C1,2,0.002,0.7595520615720067,1.1295560650192402,12.0
CC(C)(C)OC(=O)N1CCC(CC(O)=O)CC1,2,0.002,0.29341497318087745,0.2954461882485421,4.5
CC(=O)NCC(O)=O,2,0.002,0.9881646409207072,1.6808830935928722,8.0
C\\C=C(/C)C(O)=O,2,0.002,0.43028808769540144,0.4401028578767641,8.0
CC(C)(C)OC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,2,0.002,0.4461733797571128,0.5969005712656835,5.0
CC[C@H]1CC[C@@H](CC1)C(O)=O,2,0.002,0.49322431469522837,0.5969005712656835,6.5
OC(=O)C1=NC=CC=C1,2,0.002,0.46567974923083544,0.5361629471045315,8.5
FC(F)(F)C1=C(C=O)N=CC=C1,2,0.002,0.4501595806695561,0.5051226099819728,6.5
OC1=C(C=O)C=CC=C1,2,0.002,0.4923790568287185,0.6637503123568462,8.5
COC1=CC(=CC(OC)=C1OC)C(O)=O,2,0.002,0.4461733797571128,0.5969005712656835,5.0
O.CC(C)C[C@H](NC(=O)OC(C)(C)C)C(O)=O,2,0.002,0.703499900241571,1.1156160423699293,7.0
CC(C)(C)OC[C@H](NC(=O)OC(C)(C)C)C(O)=O,2,0.002,0.2954461882485421,0.2954461882485421,4.0
COC1=CC(CC(O)=O)=C(OC)C=C1,2,0.002,0.5185017145712238,0.5969005712656835,5.5
COC(C(O)=O)C1=CC=CC=C1,2,0.002,1.1196980006614923,1.7992931434462205,13.0
CC1=C(C=O)C(=NO1)C1=CC=CC=C1,2,0.002,0.7665913864346987,0.9362822016037138,7.0
O=CC1=CC=NC=C1,2,0.002,0.49107433475840667,0.586952118159674,14.0
O=CC1=CN=CN=C1,2,0.002,0.430505097748649,0.5696264373840851,7.0
COC1=CC=C(C(O)=O)C(F)=C1,2,0.002,0.3001099068668991,0.3047736254852561,5.0
CC1=C(C=O)C2=C(N1)C=CC=C2,2,0.002,0.3856595798267488,0.47993540154028475,9.0
OC(C(O)=O)C1=CC=CC=C1,2,0.002,0.6405005371464729,0.9855548860444037,7.5
CC1CCCC(C1)C(O)=O,2,0.002,0.3585210124525813,0.4215958366566205,10.5
OC(=O)C1=C2C=CC=CC2=CC=C1,2,0.002,0.3001099068668991,0.3047736254852561,5.0
ClC1=CC=C(C=C1)C1=CC=CC(C=O)=N1,2,0.002,0.778617679745417,1.265851601377621,10.5
OC(=O)CCCCCl,2,0.002,0.34716084180501466,0.3895480581247732,6.5
OC(=O)\\C=C\\C1=CC(=CC=C1)[N+]([O-])=O,2,0.002,0.4127396054733558,0.5300330226981695,8.5
OC(=O)CCCCC1=CC=C(O)C=C1,2,0.002,0.9357413405411505,1.3934229592512277,14.0
OC(=O)C1=NC2=CC=C(Br)C=C2C=C1,2,0.002,0.453476086272032,0.5051226099819728,8.0
[O-][N+](=O)C1=CC=C(C=O)C=C1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
COC1=CN=C(C=C1)C(O)=O,2,0.002,0.4590812898539187,0.47805972183107326,6.5
COC1=C(C=C(C=C1)/C=C/C(O)=O)OC,2,0.002,0.41482545800076864,0.4401028578767641,6.0
OC(=O)C1=CC(F)=CC(F)=C1,2,0.002,0.9011261337406111,1.50680607923268,9.5
OC(=O)C1=CC=C2OCCOC2=C1,2,0.002,0.5669123907986364,0.7386282302401335,7.5
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(F)=C2,2,0.002,0.2954461882485421,0.2954461882485421,4.0
OC(=O)CC1=CC(O)=CC=C1,2,0.002,0.4960485613114115,0.5969005712656835,6.0
OC(=O)C1=NOC(=C1)C1=CC=CC=C1,2,0.002,0.38637051947918766,0.47805972183107326,10.5
OC(=O)C1=CC(OC(F)(F)F)=CC=C1,2,0.002,0.8890089068266858,1.2999580918222984,9.0
OC(=O)CCC1CCCCC1,2,0.002,5.36698701068292,10.293871163489076,28.0
COC1=CC(C(O)=O)=C(C=C1)[N+]([O-])=O,2,0.002,1.066832947025987,1.3707341998809397,12.0
CN1C=NC=C1C(O)=O,2,0.002,0.669368663999302,0.8606776061675306,9.0
OC(=O)C1=CC=C2NN=CC2=C1F,2,0.002,0.34863787540531666,0.40182956256209124,6.5
OC(=O)C1CCS(=O)(=O)C1,2,0.002,0.5004931453505161,0.6637503123568462,9.0
COC1=CC=C(C=O)C(Cl)=C1OC,2,0.002,0.4726127339293684,0.5051226099819728,6.0
COC1=CC(=C(C=C1)C(O)=O)[N+]([O-])=O,2,0.002,0.3380886202671507,0.3807310522857593,7.5
OC(=O)C1=CSC(Cl)=N1,2,0.002,0.3001099068668991,0.3047736254852561,5.0
CC1=CC=CC(C=O)=C1,2,0.002,0.9011261337406111,1.50680607923268,9.5
OC(=O)C1=CC=NC=C1,2,0.002,0.2954461882485421,0.2954461882485421,4.0
CC(C)OC1=CC=C(C=O)C=C1,2,0.002,0.4576704412898695,0.6198946943311969,6.0
CCCCC(O)=O,2,0.002,0.34469609526577716,0.3939460022830123,6.0
CC1=C(SC=C1)C(O)=O,2,0.002,0.9861334258530425,1.6808830935928722,8.5
ClC1=C(C=O)C=CC(Br)=C1,2,0.002,0.43380388997792324,0.47805972183107326,7.5
COC1=CC=C(CCC(O)=O)C(OC)=C1,2,0.002,0.3282312123541229,0.3516887992229897,9.5
OC(=O)C1=NNC(=O)C=C1,2,0.002,0.2957233461426808,0.2960005040368196,6.0
OC(=O)C1CCC(=O)NC1,2,0.002,0.39639938807262476,0.4401028578767641,7.0
OC(=O)C1=CC(F)=CC(Br)=C1,2,0.002,1.1361747085915859,1.4885713766311754,13.5
OC(=O)CCCC(=O)NC1=CC=CC=C1,2,0.002,0.34249712318665765,0.3895480581247732,5.5
CC(C(O)=O)C1=NNC(=O)C2=C1C=CC=C2,2,0.002,0.447335334053373,0.5051226099819728,7.0
Cn1ccnc1C(O)=O,2,0.002,0.2957233461426808,0.2960005040368196,6.0
OC(=O)\\C=C\\C1=CC=C(Br)C=C1,2,0.002,0.37243824168101014,0.4401028578767641,5.5
FC1=C(Br)C(C=O)=CC=C1,2,0.002,0.43380388997792324,0.47805972183107326,7.5
CC1=NC(=NO1)C1=CC=C(C=C1)C(O)=O,1,0.001,0.35269591826848534,0.35269591826848534,9.0
OC(=O)CC1=CC(Cl)=C(O)C=C1,1,0.001,1.4827108589715965,1.4827108589715965,21.0
CC1=C(CC(O)=O)C=CC=C1,1,0.001,0.5969005712656835,0.5969005712656835,6.0
CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(F)C(F)=C2,1,0.001,1.6808830935928722,1.6808830935928722,12.0
O[C@@H](C(O)=O)C1=CC=CC=C1Cl,1,0.001,0.4401028578767641,0.4401028578767641,5.0
CC1=CC=CC=C1CCC(O)=O,1,0.001,0.9362822016037138,0.9362822016037138,8.0
CCC(O)C(O)=O,1,0.001,0.33723597834418606,0.33723597834418606,8.0
OC(=O)CC1=CC=CC=C1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
OC(=O)C1=C(COC2=CC=CC=C2)C=CC=C1,1,0.001,0.39519655135713944,0.39519655135713944,6.0
COC1=CC=C(C=C1)C1=CC=CC(C=O)=N1,1,0.001,0.2954461882485421,0.2954461882485421,4.0
OC(=O)CC1CCC1,1,0.001,0.35269591826848534,0.35269591826848534,9.0
CC1=C(Cl)C(=CC=C1)C(O)=O,1,0.001,0.4682270347030328,0.4682270347030328,10.0
