scaffold,count,fraction
O=C(NCCNC(=O)c1ccccc1CNCc1ccccc1)c1cccs1,1,0.001
O=C(NC(CCC1CCCCC1)C(=O)N1CCC(NC(=O)c2cocn2)C1)c1ccc2[nH]ccc2c1,1,0.001
O=C(NCCCC1CCCCC1)c1n[nH]c2c1CCN(Cc1ccccc1)C2,1,0.001
O=C(NCCCc1ccccc1)c1cccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)CC2)c1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)NCCCN1CCCCC1)c1ccccc1,1,0.001
O=C(NC(Cc1cccc2ccccc12)C(=O)NCc1ccccc1)c1ccccc1,1,0.001
O=C(NC(Cc1ccccc1)C(=O)N1CCN(CC2CCCCC2)CC1)C1CCCCC1,1,0.001
O=C(NC(CCNC(=O)C1CCCO1)C(=O)NCC(=O)N1CCNCC1)c1cnc[nH]1,1,0.001
O=C(NC1CCN(C(=O)CN2C(=O)C(NC(=O)c3ccccn3)COc3ccccc32)C1)c1ccsc1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)NCCCNC(=O)c1cnc[nH]1)c1ccccc1,1,0.001
O=C(CCC(NCC1CCOC1)C(=O)N1CCCCC1)NCCCc1ccccc1,1,0.001
O=C(NC1CCC(C(=O)NC2CCN(Cc3ccncc3)C2)CC1)c1cc2ccccc2[nH]1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)NCCN1CCCCC1)c1ccccc1,1,0.001
O=C(CCc1ccccc1)NCC1CCCCC1,1,0.001
O=C(CNCc1ccc2ccccc2c1)NCCCc1ccccc1,1,0.001
O=C(NCCCNC(=O)C1Cc2c([nH]c3ccccc23)CN1Cc1ccccc1)c1cn[nH]c1,1,0.001
O=C(Cc1ccccc1)NC1CCNCC1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)NCCCC1CCCCC1)c1ccccc1,1,0.001
O=C(Cc1n[nH]c(=O)c2ccccc12)NC(Cc1ccccc1)C(=O)NCCCc1ccccc1,1,0.001
O=C(NC(CNCCOCc1ccccc1)C(=O)N1CCc2cn[nH]c2C1)c1cccnc1,1,0.001
O=C(C1Cc2ccccc2CN1)N1CCCC1,1,0.001
O=C(NCCCNC(=O)C(CCC1CCCCC1)NCc1ccccc1)C1CCOC1,1,0.001
O=C(NCCCNC(=O)C(CC1CCCCC1)NC(=O)C1CCCCC1)c1cncs1,1,0.001
O=C(NC(Cc1ccccc1)C(=O)NCCCN1CCCCC1)c1ccccn1,1,0.001
O=C(NC1CCN(C(=O)C(CCC2CCCCC2)NC(=O)c2ccccn2)C1)c1cc[nH]n1,1,0.001
O=C(NC1CC(C(=O)NCCNC(=O)C2CCCCC2)N(C(=O)c2ccccc2)C1)c1cnc[nH]1,1,0.001
O=C(CNC(=O)C(CNC(=O)c1cccc2ccccc12)NC(=O)c1ccncc1)NCc1ccccc1,1,0.001
O=C(NCCNC(=O)C(CC1CCCCC1)NC(=O)C1CCCCC1)c1c[nH]cn1,1,0.001
O=C(CCNC(=O)CNC(=O)OCc1ccccc1)NCCNC(=O)c1ccccc1,1,0.001
O=C(CN1CCC(NC(=O)c2ccccc2)CC1)NCCCc1ccccc1,1,0.001
O=C(NCCNC(=O)C(CCC1CCCCC1)NC(=O)c1cc2ccncc2o1)c1cscn1,1,0.001
O=C(NC1CCN(C(=O)C(Cc2ccccc2)NC(=O)C2CCCCC2)C1)c1c[nH]cn1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)NC1CCN(Cc2cncnc2)C1)C1CCS(=O)(=O)C1,1,0.001
O=C(CC1CCCC1)NCCNC(=O)C(COCc1ccccc1)NCc1cncnc1,1,0.001
O=C(Cc1ccccc1)NC(CC1CCCCC1)C(=O)NCCNC(=O)c1cocn1,1,0.001
O=C(NC(CCC1CCCCC1)C(=O)NCCc1ccccc1)c1cc2ccccc2[nH]1,1,0.001
O=C(Cc1ccccc1)NC(COCc1ccccc1)C(=O)N1CCN(Cc2cncnc2)CC1,1,0.001
O=C(C1CC(N2CCCCC2)CN1C(=O)C1CCCCC1)N1CCCC(n2cccn2)C1,1,0.001
O=C(CNCc1ccccc1)N1CCCC1,1,0.001
O=C(CC(NC(=O)c1ccccc1)c1ccccc1)NCCCc1ccccc1,1,0.001
O=C(NC1CC(C(=O)NCCCNC(=O)C2CCCCC2)N(C(=O)c2ccccc2)C1)c1cnc[nH]1,1,0.001
O=C(NCC(=O)N1CCC(NC(=O)c2cocn2)C1)c1ccncn1,1,0.001
O=C(NC(CCNCc1ccccc1)C(=O)NC1CCCCC1)c1cnc[nH]1,1,0.001
O=C1NC(=O)C(CC(=O)N2CCCC(C(=O)NCCCc3ccccc3)C2)N1,1,0.001
O=C(NCCNC(=O)C12CC3CC(CC(C3)C1)C2)c1cnc[nH]1,1,0.001
O=C(CNC(=O)c1cc2ccccc2[nH]1)NCCNC(=O)CC1CCCC1,1,0.001
O=C(CNC(=O)c1cccnc1)NCCC1CCCCC1,1,0.001
O=C(CCc1ccccc1)NCCC(NC(=O)c1cnc[nH]1)C(=O)NCCCNC(=O)c1cocn1,1,0.001
O=C(Cc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCC(NC(=O)c2cocn2)C1,1,0.001
O=C(NC1CCN(C(=O)C2CCCN2C(=O)C2CCCCC2)C1)c1cc[nH]n1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)N1CCC(NC(=O)c2cocn2)C1)c1cccc(Oc2ccccc2)c1,1,0.001
O=C(NCCCc1ccccc1)C1CN(C(=O)Cc2ccccc2)CCO1,1,0.001
O=C(CN1CCCCC(NC(=O)c2ccccc2)C1=O)NCCCc1ccccc1,1,0.001
O=C(NCCNC(=O)C(Cc1ccccc1)NC(=O)c1cc2ccccc2[nH]1)c1ccc2[nH]ccc2c1,1,0.001
O=C(NC(Cc1ccccc1)C(=O)N1CCC1)c1ccco1,1,0.001
O=C(NC1CCN(C(=O)CCC2CCCCC2)C1)c1c[nH]cn1,1,0.001
O=C(NC1CCN(C(=O)C2Cc3c([nH]c4ccccc34)CN2C(=O)c2cc3ccccc3[nH]2)C1)c1cocn1,1,0.001
O=C(C=Cc1ccccc1)NC1CCCCN(CC(=O)NCCNC(=O)c2ccccc2)C1=O,1,0.001
O=C(NCCCc1ccccc1)C1COCCN1Cc1ccc2ccccc2c1,1,0.001
O=C(NCCCc1ccccc1)C1Cc2ccccc2CN1CCc1ccccc1,1,0.001
O=C(CNC(=O)CNC(=O)c1cc2ccccc2[nH]1)NCc1cn[nH]c1,1,0.001
O=C(NC(COCc1ccccc1)C(=O)N1CCCC1)c1cc2ccccc2[nH]1,1,0.001
O=C(Cc1cccc2ccccc12)NC1CCCC(C(=O)N2CCCC2)C1,1,0.001
O=C(NC1CCN(C(=O)CCC2CCCCC2)C1)c1cc[nH]n1,1,0.001
O=C(NCCCNC(=O)c1cnc(C2CCN(C(=O)c3ccc4ncoc4c3)CC2)s1)c1cn[nH]c1,1,0.001
O=C(NCCCNC(=O)C(CNC(=O)c1ccccc1)NC(=O)c1cccnc1)c1ccncc1,1,0.001
O=C(C#CC1CC1)NCC(=O)NCCCNC(=O)CC1CCCC1,1,0.001
O=C(CNC(=O)c1cccnc1)NC1CCN(CC(=O)NC2CCC2)CC1,1,0.001
O=C(C=Cc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCC(NC(=O)c2cn[nH]c2)C1,1,0.001
O=C(C1CCN(Cc2ccsc2)C1)N1CCCC1,1,0.001
O=C(NCCCNC(=O)C1CCCN(Cc2ccccc2)C1)C1CCCCC1,1,0.001
O=C(NC(CC1CCCCC1)C(=O)NCCNC(=O)c1cnc[nH]1)c1ccccc1,1,0.001
