scaffold,count,fraction
O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)NN=Cc1ccccc1,6,0.0006
O=C(c1ccccc1)N(Cc1ccccc1)Cc1ccco1,6,0.0006
O=C1N=CC(=Cc2ccccc2)C(=O)N1c1ccccc1,6,0.0006
O=C(NCCc1ccccc1)OCC1c2ccccc2-c2ccccc21,6,0.0006
O=C1NC(=O)C(c2ccccc2)N1,6,0.0006
O=C1NC(C[NH+]2CCCNCC2)=CC(c2ccccc2)N1,6,0.0006
c1ccc(-n2cccn2)cc1,6,0.0006
O=c1[nH]c2ccccc2cc1C(c1nnnn1Cc1ccccc1)[NH+]1CCCCC1,6,0.0006
c1ccc2[nH]ccc2c1,6,0.0006
O=c1[nH]cnc2sccc12,6,0.0006
O=C(CSc1nnc(CNC(=O)c2ccccc2)[nH]1)Nc1ccccc1,6,0.0006
O=c1[nH]c2ccccc2cc1C[NH+](Cc1ccccc1)Cc1nnnn1Cc1ccccc1,6,0.0006
O=C(CC1Cc2ccccc2OC1=O)NCCC1=c2ccccc2=[NH+]C1,6,0.0006
O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccccc1,6,0.0006
c1ccc(OC2CCC3OC(c4ccco4)OCC3O2)cc1,6,0.0006
O=C1C=C(C(=O)c2ccc(OCc3ccccc3)cc2)C(c2ccccc2)N1,6,0.0006
O=C1C2CNC3(C(=O)Nc4ccccc43)C2C(=O)N1Cc1ccccc1,5,0.0005
O=C1NC=CC(c2ccccc2)N1,5,0.0005
O=C(Nc1ccccc1)c1cc2ccncc2oc1=[NH+]c1ccccc1,5,0.0005
O=C(Nc1ccccc1)C1CC[NH+](Cc2nc(-c3ccccc3)no2)CC1,5,0.0005
O=C(C1=CC(=O)N(c2nccs2)C1c1ccccc1)c1ccccc1,5,0.0005
O=C1C=C(C(=O)c2cccc(OCc3ccccc3)c2)C(c2ccccc2)N1,5,0.0005
O=C(N=c1[nH]c2ccccc2s1)c1ccccc1,5,0.0005
O=C(CN1C(=O)NC(c2ccccc2)C1=O)Nc1ccccc1,5,0.0005
O=C1[NH+]=c2ccccc2=CC1CN(C(=O)c1ccccc1)c1ccccc1,5,0.0005
O=C(Nc1ccccc1)C1CCC(=O)C(C(=O)Nc2ccccc2)C1c1ccccc1,5,0.0005
