positive_ID,nearest_tanimoto_to_current_negative,split,positive_SMILES
BRD4DEL_actives_87,0.29473684210526313,train,NC(=O)C1CCN(C(=O)c2ccc3c(c2)N=C(c2nc4ccccc4n2C)N3Cc2cccc(N3CCCC3)c2)CC1
BRD4DEL_actives_674,0.29473684210526313,train,NC(=O)[C@@H](CCC(N)=O)NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2CCN1CCOCC1
BRD4DEL_actives_501,0.29473684210526313,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cc(Br)ccc1OC)N2Cc1ccccc1OC
BRD4DEL_actives_1018,0.29473684210526313,train,NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)N=C(C(CC)CC)N2CCCN(CC)CC
BRD4DEL_actives_173,0.29473684210526313,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ccc(N4CCCC4)cc2)N3Cc2cccc(N3CCCC3)c2)c1
BRD4DEL_actives_439,0.29473684210526313,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(C#N)cc2)N3CC2CCCCO2)c1
BRD4DEL_actives_427,0.29473684210526313,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(C2CCN(C)CC2)N3C(C)c2ccc(OC)cc2)c1
BRD4DEL_actives_277,0.29473684210526313,val,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(Cc2ccc(C)cc2)N3Cc2ccc(CN3CCCC3)cc2)c1
BRD4DEL_actives_878,0.29473684210526313,val,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(Cc1ccccc1)N2Cc1ccccc1
BRD4DEL_actives_150,0.29473684210526313,val,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1)N2CC(=O)N1CCOCC1
BRD4DEL_actives_615,0.29464285714285715,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cc(C)on2)N3CC2CCCCO2)c1
BRD4DEL_actives_414,0.29411764705882354,train,NC(=O)C(C)(C)NC(=O)c1ccc2c(c1)N=C(c1ccc(C)nc1)N2CCc1ccc(OC)cc1
BRD4DEL_actives_572,0.29411764705882354,train,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(C1CCN(C)CC1)N2CCCc1ccccc1
BRD4DEL_actives_657,0.29411764705882354,train,NC(=O)C(C)(C)NC(=O)c1ccc2c(c1)N=C(c1ccc(N3CCOCC3)cc1)N2C(C)COC
BRD4DEL_actives_574,0.29411764705882354,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(OC(C)=O)cc2)N3CCS(=O)(=O)N2CCCC2)c1
BRD4DEL_actives_783,0.29411764705882354,train,NC(=O)[C@H](Cc1ccccn1)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1O)N2CC1CCCO1
BRD4DEL_actives_751,0.29411764705882354,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cccc3c1OCO3)N2C1CCN(Cc2ccccc2)C1
BRD4DEL_actives_709,0.29357798165137616,train,NC(=O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2CC1CCCCO1
BRD4DEL_actives_1046,0.29357798165137616,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(C2CCN(Cc4ccccc4)CC2)N3Cc2nc(CSC)no2)c1
BRD4DEL_actives_1106,0.29357798165137616,train,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(c1cncc(OC)c1)N2CCCc1ccccc1
BRD4DEL_actives_29,0.29347826086956524,train,NC(=O)[C@H](C)NC(=O)c1ccc2c(c1)N=C(c1cccc(OC)c1)N2CCCc1ccccc1
BRD4DEL_actives_817,0.29347826086956524,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1csc(Br)n1)N2Cc1ccc(C)cc1)C1CC1
BRD4DEL_actives_1048,0.29347826086956524,train,NC(=O)CNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)c(OC)c1)N2CC1CCC(=O)N1
BRD4DEL_actives_1034,0.29347826086956524,train,NC(=O)[C@H]1CCCN(C(=O)c2ccc3c(c2)N=C(C2CCN(Cc4ccccc4)CC2)N3Cc2ccc(S(=O)(=O)CC)cc2)C1
BRD4DEL_actives_1012,0.29347826086956524,train,NC(=O)[C@H](Cc1ccc(C#N)cc1)NC(=O)c1ccc2c(c1)N=C(c1cn[nH]c1)N2CCCc1ccccc1
BRD4DEL_actives_793,0.29347826086956524,val,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cccc(N3CCN(C)CC3)c1)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_1101,0.29347826086956524,val,NC(=O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1O)N2CC(=O)N1CCOCC1
BRD4DEL_actives_1004,0.29347826086956524,val,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1csc(Br)n1)N2C(CC)CC
BRD4DEL_actives_139,0.29333333333333333,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(C(CC)CC)N2Cc1ccc(C)cc1)C(C)(C)C
BRD4DEL_actives_88,0.29292929292929293,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(C(C)c1ccccc1)N2Cc1cnn(C)c1
BRD4DEL_actives_124,0.29292929292929293,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cncc(OC)c1)N2CCCc1ccccc1
BRD4DEL_actives_815,0.29292929292929293,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cccc(N4CCN(C)CC4)c2)N3Cc2ccccc2OC)c1
BRD4DEL_actives_249,0.29292929292929293,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1cccs1)N2Cc1nnc2ccccn12)C1CCCCC1
BRD4DEL_actives_906,0.29292929292929293,val,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cc4c(cc2Br)OCO4)N3Cc2ccc3c(c2)OCCO3)c1
BRD4DEL_actives_450,0.29292929292929293,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cccnc2)N3Cc2ccc3c(c2)OCCO3)c1
BRD4DEL_actives_390,0.29292929292929293,val,NC(=O)[C@@H](CC1CCC1)NC(=O)c1ccc2c(c1)N=C(c1ccc(NC(C)=O)cc1)N2CC1CCCCO1
BRD4DEL_actives_122,0.29292929292929293,val,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(C(C)(C)C)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_801,0.29292929292929293,val,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1)N2Cc1ccccc1
BRD4DEL_actives_529,0.29292929292929293,val,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cc(C)on2)N3Cc2ccco2)c1
BRD4DEL_actives_460,0.29245283018867924,train,NC(=O)[C@H](Cc1cccc(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1ccc(Br)o1)N2Cc1ccc(S(=O)(=O)CC)cc1
BRD4DEL_actives_301,0.29245283018867924,train,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(c1ccco1)N2CCc1cccc(OC)c1
BRD4DEL_actives_126,0.29245283018867924,val,NC(=O)C[C@@H]1CCCN1C(=O)c1ccc2c(c1)N=C(c1ccc(N(C)C)cc1)N2Cc1ccc(OC)cc1OC
BRD4DEL_actives_534,0.29213483146067415,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cccc(OC)c2)N3Cc2cccc(OC(F)F)c2)c1
BRD4DEL_actives_341,0.29213483146067415,train,NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2c(c1)N=C(C(CC)CC)N2CCCc1ccccc1
BRD4DEL_actives_12,0.29213483146067415,val,NC(=O)[C@@H](C)NC(=O)c1ccc2c(c1)N=C(c1ccc(O)c(OC)c1)N2C
BRD4DEL_actives_928,0.2920353982300885,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(C(F)(F)F)cn1)N2C1CCN(CC)CC1
BRD4DEL_actives_543,0.2916666666666667,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_168,0.2916666666666667,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc(C)cc2)N3Cc2cn[nH]c2)c1
BRD4DEL_actives_7,0.2916666666666667,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccccc2C)N3CC2CCC(=O)N2)c1
BRD4DEL_actives_152,0.2916666666666667,train,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1cccnc1)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_933,0.2916666666666667,train,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(c1cccc(OCC)c1)N2CCC1CCCN1C
BRD4DEL_actives_1076,0.2916666666666667,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2ncc[nH]2)N3Cc2cccs2)c1
BRD4DEL_actives_6,0.2916666666666667,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccco1)N2C1CCN(c2ncccn2)CC1
BRD4DEL_actives_422,0.2916666666666667,train,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1cnc(C)[nH]1)N2Cc1cccs1
BRD4DEL_actives_348,0.2916666666666667,train,NC(=O)[C@H](Cc1cscn1)NC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1)N2CCc1ccc(OC)cc1
BRD4DEL_actives_266,0.2916666666666667,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2ccc4c(c2)OCCO4)N3CCCc2ccccc2)c1
BRD4DEL_actives_107,0.2916666666666667,train,NC(=O)C[C@@H]1CCCN1C(=O)c1ccc2c(c1)N=C(c1cccnc1)N2Cc1cccnc1
BRD4DEL_actives_935,0.2916666666666667,val,NC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccc2c(c1)N=C(c1ccc3c(c1)OCCO3)N2Cc1cc(OC)cc(OC)c1
BRD4DEL_actives_349,0.2912621359223301,train,NC(=O)[C@H](Cc1ccco1)NC(=O)c1ccc2c(c1)N=C(c1ccc(C)cc1)N2CCc1cccc(OC)c1
BRD4DEL_actives_997,0.2912621359223301,train,NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)N=C(c2cnc(N4CCOCC4)nc2)N3Cc2ccc3c(c2)OCCO3)c1
BRD4DEL_actives_151,0.2912621359223301,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1cccc(OC)c1)N2CC1(C#N)CCOCC1
BRD4DEL_actives_416,0.2912621359223301,train,NC(=O)C(CCC(=O)OC)NC(=O)c1ccc2c(c1)N=C(c1n[nH]c3ccccc13)N2Cc1cccs1
BRD4DEL_actives_680,0.2912621359223301,train,NC(=O)[C@H](Cc1ccncc1)NC(=O)c1ccc2c(c1)N=C(c1ccc(O)cc1)N2C1CCN(Cc2ccccc2)C1
BRD4DEL_actives_207,0.2912621359223301,train,NC(=O)[C@H](Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc2c(c1)N=C(c1ncccc1O)N2C(C)COC
BRD4DEL_actives_922,0.2912621359223301,val,NC(=O)[C@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1O)N2Cc1ccc(CN2CCCC2)cc1
BRD4DEL_actives_457,0.2909090909090909,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(Cl)cc3)o1)N2Cc1ccccc1OC)C1CCCCC1
BRD4DEL_actives_758,0.2909090909090909,train,NC(=O)[C@H](CCC)NC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2CCCc1ccccc1
BRD4DEL_actives_282,0.2909090909090909,train,NC(=O)CCNC(=O)c1ccc2c(c1)N=C(c1ccc(-c3ccc(OC)cc3)o1)N2CCN1CCOCC1
BRD4DEL_actives_560,0.2909090909090909,train,NC(=O)[C@@H]1C[C@@H](c2ccccc2)CN1C(=O)c1ccc2c(c1)N=C(c1ccc(N3CCCC3)c([N+](=O)[O-])c1)N2Cc1cnn(C)c1
BRD4DEL_actives_395,0.2909090909090909,train,NC(=O)[C@H](Cc1ccccn1)NC(=O)c1ccc2c(c1)N=C(c1ccc(O)c(OC)c1)N2CCc1cccc(OC)c1
BRD4DEL_actives_968,0.2909090909090909,train,NC(=O)[C@H](Cc1cccnc1)NC(=O)c1ccc2c(c1)N=C(c1cnc3ccccc3n1)N2C(C)c1ccc(OC)cc1
BRD4DEL_actives_248,0.29069767441860467,train,NC(=O)c1cccc(NC(=O)c2ccc3c(c2)N=C(c2cccc(O)c2)N3Cc2ccc(S(=O)(=O)CC)cc2)c1
BRD4DEL_actives_132,0.29069767441860467,train,NC(=O)[C@H](Cc1ccccc1F)NC(=O)c1ccc2c(c1)N=C(c1ccccc1)N2CC(=O)N1CCOCC1
BRD4DEL_actives_787,0.29069767441860467,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1ccc(N3CCCC3)cc1)N2C(C)C(O)c1ccccc1)C1CC1
BRD4DEL_actives_149,0.29069767441860467,train,NC(=O)[C@H](CCSC)NC(=O)c1ccc2c(c1)N=C(c1cc(C)c(O)c(C)c1)N2Cc1cncc(Br)c1
BRD4DEL_actives_68,0.29069767441860467,val,NC(=O)[C@H](CC)NC(=O)c1ccc2c(c1)N=C(CCc1ccccc1)N2CCNC(C)=O
BRD4DEL_actives_273,0.2903225806451613,train,NC(=O)[C@@H](NC(=O)c1ccc2c(c1)N=C(c1ccc(F)cc1)N2Cc1ccc2nccnc2c1)C1CCCC1
